object|n.물건, 물체a distant object 먼 곳에 있는 물체(동작·감정의) 대상 《of, for》an object of study 연구 대상목적, 목표Now he had no object in life. 이미 그는 인생에 아무런 목적이 없었다.《구어·경멸》 우스운 것, 불쌍한 놈, 싫은 사람[물건]What an object you look in that old hat! 그런 낡은 모자를 쓰고 무슨 꼴이냐!【법】 목적;물건【문법】 목적어the direct[indirect] object 직접[간접] 목적어a formal object 형식 목적어an object clause 목적절 《We know that he is alive.의 이탤릭체 부분》【철학】 대상, 객관, 객체(opp. subject)【광학】 (렌즈에서 상을 형성하는) 물체【컴퓨터】 항목 《사진·데이터 파일 등과 같이 개별적으로 다루거나 선택될 수 있는》    v., [əbdʒékt] vi.반대하다, 이의[불복]를 제기하다, 항의하다 《against, about, to》《object+전+명》 I object to your opinion. 나는 당신의 의견에 반대합니다.마땅찮게 여기다, 반감을 가지다, 싫어하다, 거절하다 《to》《object+전+명》 object about[to] the food 〈손님이〉 음식을 퇴박하다    vt.반대 이유로 내세우다, 반대하여 …이라고 말하다 《to, against》《object+that 절》 I object against him that he is a liar. 나는 그가 거짓말쟁이라서 반대한다.Mother objected that the weather was too wet to play outdoors. 비가 너무 와서 밖에서 놀 수 없다고 어머니는 반대했다.《고어》 반대하여 제출하다, 반증을 내놓다
source|n.원천(spring), 수원(지)the sources of the Nile 나일 강의 수원근원, 근본, 원인 《of》the source of revenue[wealth] 재원(財源)[부원(富源)]출처, 근거, 관계 당국a news source 뉴스의 출처a reliable source 믿을 만한 소식통historical sources 사료(史料)(상환·배당금 등의) 지급인제조업자, 공급자    vt.〈인용문의〉 출처를 명시하다
revolution|n.U,C (정치상의) 혁명a bloodless revolution 무혈혁명U,C 대변혁, 개혁;격변, 완전한 변화회전, 선회;1회전U (계절 등의) 주기;순환, 회귀U 【천문】 운행, 공전(公轉)(cf. ROTATION);공전 주기;《속어》 (천체의) 자전(自轉)the revolution of the earth (a)round the sun 지구의 공전
pollution|n., U, C오염, 더럽힘;공해, 더러움, 불결environmental pollution 환경 오염pollution control facilities 공해 방지 시설(정신적) 타락【의학】 몽정(夢精)
system|n.(통일된) 체계, 조직, 계(系);(통신·수송 등의) 조직망, 시스템;통일성a system of government 정치 조직the feudal system 봉건 제도an educational system 교육 제도a communication system 통신망a railroad system 철도망[the ~] (지배) 체제upset the system 체제를 뒤엎다(학문·사상의) 체계, 학설, 가설the Ptolemaic system 톨레미(Ptolemy)의 천동설방식, 방법;질서;순서, 규칙a sales system 판매 방법the decimal system 십진법[the ~] 세계, 우주성격, 인격분류(법)the Linnaean system of plants 린네(Linnaeus)의 식물 분류법【천문】 계(系), 계통the solar system 태양계a mountain system 산계a river system 하천계【생물】 조직, 계통, 계(系), 기관the nervous system 신경 계통[the ~] 신체, 전신an ingredient toxic to the system 신체에 유해한 성분복합적인 기계 장치, (오디오 등의) 시스템a brake system (자동차의) 브레이크 장치a ventilation system 환기 장치[종종 pl.] 【컴퓨터】 시스템 《프로그램의 조직화된 모임》【화학·물리·결정】 계(系)
triumph|n.승리, 정복 《over》(⇒ victory 유의어);대성공;업적, 공적The new play was a triumph. 신작 연극은 대성공이었다.U 승리감, 성공의 기쁨【고대로마】 개선식    vi.성공하다, 잘 되다;승리를 차지하다, 이기다 《over》;이겨서 좋아하다, 개가를 올리다《triumph+전+명》 triumph over a disease 병을 극복하다triumph over fear 두려움[공포심]을 극복하다【고대로마】 개선식을 올리다, 승리를 축하하다
respect|n.U 존경, 경의 《for》 (opp. disrespect)in[out of] respect for …에 경의를 표하여win[earn, command, gain] the respect of …의 존경을 얻다U 존중, 중시 《for, to》respect for the elderly 연장자에 대한 존중[배려]U 주의, 관심, 고려 《to》[보통 in ~] 점(point), 개소, 내용, 세목(detail)U 관계, 관련 《to》have respect to …에 관계가 있다[pl.] 인사, 문안, 안부 《to》Give my respects to your mother. 어머님께 안부 전해주게.《고어》 고려(할 사항)    vt.존경하다;중요시하다 《for, as》(opp. despise)respect oneself 자존심이 있다《respect+목+as 보》 I respect Mr. Smith as my leader. 나는 스미스씨를 지도자로서 존경하고 있다.소중히 여기다, 존중하다respect a person’s rights[wishes] …의 권리를 존중하다[희망을 고려하다]He is a man who respects his words. 그는 약속을 중히 여기는 사람이다.〈규칙·전통·관습 등을〉 지키다, 방해하지 않다, 침해하지 않다respect a person’s silence 남의 침묵을 방해하지 않다《고어》 관계하다, 관련되다
communication|n.U 전달, 보도(함);(열 등을) 전함, 전도;(병의) 전염mass communication 대중 전달, 매스컴U 통신(correspondence), (전달되는) 정보, 교신;편지 교환;정보[의사] 교환;친교, 상호 이해;U,C 편지, 전갈(message)receive a communication 편지를 받다U,C 교통(기관), 교통 수단;연락communication by rail 철도에 의한 연락[pl.] 보도 기관 《라디오·텔레비전·신문·전화 등》[pl.] 【군사】 (기지와 일선과의) 연락 (기관);수송 기관, 수송로커뮤니케이션 《말·기호·몸짓 등에 의한 정보 전달 과정》;[pl.;단수 취급] 통신학, 전달학
foundation|n.U 창설, 창립, 건설, 창건C,U (사상·학설·소문·보도 등의) 근거;기초, 토대a rumor without foundation 근거 없는 소문[종종 pl.] (건물의) 토대, 기초, 초석U (기본금 기부에 의한) 설립;C (기본금 기부에 의해 유지되는) 설립물, 재단 《사회사업 단체 등》;기본금;유지 기금the Carnegie Foundation 카네기 재단(재단·협회·단체 등의) 정관, 헌장U,C 파운데이션 《밑화장품》=FOUNDATION GARMENT(의류·모자 등의) 보강 재료;심;(뜨개질의) 뜨개 바탕 《뜨기 시작하는 첫째 줄》(유화에서 캔버스 위에 칠하는) 바탕 물감[밑칠]
glory|n., (pl. -ries)U 영광, 영예, 명예, 칭찬, 광영gain glory 명예를 얻다win glory on the field of battle 전장에서 명예를 얻다[종종 pl.] 영광을 주는 것[사람], 영예가 되는 것[사람], 자랑이 되는 것, 이름을 높이는 것the glories of English poetry 영시(英詩)의 정화(精華)U영화;성공[번영]의 절정, 전성(全盛)an age of glory for all arts 모든 예술의 황금시대득의양양, 기고만장be in one’s glory 기고만장하다, 환희의 절정에 있다U [보통 the ~] 장관, 미관;광휘, 눈부심, 눈부시게 아름다움the glory of autumn 가을의 아름다움U(신의) 영광, 영화, (신에 대한) 찬미, 감사천상의 영광, 천국후광, 광륜(halo);【미술】 원광(圓光), 광륜(의 그림), 광배(光背)    vi.(-ried) 기뻐하다;자랑으로 여기다 《in》Glory ye in his holy name. 【성서】 그의 거룩한 이름을 자랑하라.Their parents gloried in their success. 그들의 부모는 그들의 성공을 자랑스럽게 여겼다.
situation|n.(환경·주위에 관련하여 건물 등의) 위치, 장소;집터, 용지, 부지a good situation for a camp 야영하기에 좋은 곳처지, 경우, 입장(⇒ state 유의어)an embarrassing situation 난처한 처지(사물의) 상태, 정세, 형세, 시국, 사태save the situation 사태를 수습하다관계(각본·이야기 등의) 위험한 지경, 아슬아슬한 장면, 고비《문어》 근무처, 일자리Situations Wanted[Vacant]. 《영》 구직[구인]. 《광고》
competition|n.U 경쟁 《with, for, between》keen competition 치열한 경쟁경기, 시합, 경쟁 시험a swimming competition 수영 경기(회)U [집합적] 경쟁자, 경쟁 상대face tough competition 어려운 상대들과 맞닥뜨리다
prairie|n.(Mississippi 강 유역의) 대초원, 프레리초원, 목초지《미·방언》 숲속의 조그만 빈터;소택지
effort|n.U,C 노력, 분투, 수고;(모금(募金) 등의) 운동spare no efforts 노력을 아끼지 않다노력의 성과(achievement), (문학·예술 등의) 역작, 노작(勞作);훌륭한 연설a fine literary effort 훌륭한 문학 작품His performance was a pretty good effort. 그의 솜씨는 매우 훌륭했다.U 【기계】 작용력(作用力)
section|n.잘라낸 부분;(오렌지·귤 등 알맹이의) 한쪽[조각]a section of pie 파이 한 쪽부분, 구분, 구획, 마디《미》 (침대차의 상단 또는 하단의) 단《미》(도시 등의) 구역, 지구a city’s business[residential] section 도시의 상업[주택] 지구섹션 《측량 단위;1평방 마일의 토지》(사회 등의) 계층, 계급a politician popular with all sections of society 사회의 모든 계층에 인기있는 정치가(관청의) 과;(단체의) 파, 파당, (회의 등의) 부회(部會);《미》 (대학의) 작은 클래스[그룹]a personnel section 인사과(서적·문장의) 절(節), 단락(段落), 항(項) 《§(section mark)로 나타냄》;(신문·잡지의) 난(欄);【음악】 악절 《독립해 있지 않은 악구》접합(接合)부분, (짜맞추는) 부분품a bookcase built in sections 조립식의 책장a section of the machine 기계의 부분품절단;분할, 분리(외과·해부의) 절개, 절단;절개법(incision)잘라낸 부분, 절편(切片);(현미경 검사용으로 절취한 생물 조직·광물의) 박편(薄片)단면(도);【기하】 입체의 절단면;(내부 구조의) 절단면;원뿔 곡선a cross section 횡단면【영국군】 분대【미군】 반(半)소대;【군사】 참모부(철도·도로의) 보선구(保線區)【음악】 (오케스트라의) 부문, 파트, 섹션the string section 현악 부문【식물】 아속(亞屬)    vt.구분[구획]하다;단면도를 그리다;부분품을 그림으로 표시하다;(현미경으로 검사하기 위해) 얇은 조각을 만들다;단락[절]으로 나누다[나누어 배열하다];【외과】 절개하다
rein|n.[종종 pl.] 고삐 《보통 가죽으로 된》;유아 보호용 벨트on a long rein 고삐를 늦추어throw (up) the reins to (말의) 고삐를 내던지다, 제멋대로 굴게 하다, …의 자유에 맡기다Pull on the reins. 고삐를 당겨라.통제 수단;통어, 제어;구속, 견제, 지배without rein 구애 없이, 자유롭게[종종 pl.] 제어(력), 통제권, 지휘권assume[drop] the reins of government 정권을 잡다[놓치다]hold the reins 정권 《등》을 잡고 있다take the reins (현재의 지배자 대신에) 지휘하다, 지배하다C,U [종종 pl.] 행동의 자유    vt.〈말에〉 고삐를 매다;고삐로 조종하다[몰다];(고삐를 당겨) 〈말을〉 세우다;(고삐를 당겨) 〈말의〉 보조를 늦추다rein a horse well 말을 잘 몰다제어하다, 통제[억제]하다;지배하다, 통어하다, 이끌다《rein+목+부》 rein in one’s temper 울화를 억제하다rein one’s tongue 입조심하다    vi.〈말이〉 고삐를 따라 움직이다고삐를 써서 말을 세우다 《in, up, back》rein back[up] (고삐를 당겨) 〈말 등을〉 멈추게 하다rein in 고삐를 당겨 〈말을〉 세우다;억제하다
solution|n.U (문제 등의) 해결, 해석, 설명a problem capable of solution 해결 가능한 문제해결법[책];해법, 해식(解式);해답 《of, for, to》a solution for a problem 문제의 해결법U 녹임, 녹음, 용해 《in》U,C 용액, 용해제a strong[weak] solution 농[희석] 용액U [종종 rubber ~] 고무액 《고무 타이어 수리용》U 분해, 해체, 분리;붕해(崩解)【의학】 (병의) 소산(消散)【약학】 액제, 물약U (채무 등의 상각(償却)에 의한) 해제
honor|n.U 명예, 영예earn a position of honor 명예로운 지위를 획득하다[종종 an ~, the ~] 영광, 광영, 특권《honor+to do》 《honor+전+-ing》 They had the honor to perform[of performing] the play before the king. 그들은 왕 앞에서 공연할 영광을 차지했다.U 면목, 체면preserve one’s honor 체면을 유지하다[보통 an ~] 명예가 되는 것[사람] 《to》He is an honor to the school. 그는 학교의 명예이다.U 신의, 신용;도의심, 자존심a man of honor 신의를 존중하는 사람U 경의, 존경a memorial in honor of the dead 전사자[사망자]를 위한 위령비be held in honor 존경받다pay[give] honor to …에게 경의를 표하다명예상, 훈장;[pl.] 서위(敍位), 서훈(敍勳);[pl.] 의례funeral honors 장의(葬儀)military honors 군(장)의례win honors 훈장을 받다U 높은 지위, 고관;[His H~, Your H~] 각하 《《영》 주로 지방 판사, 《미》 재판관에 대한 경칭》[pl.] 우등;【경기】 포상graduate with honors from college 대학을 우등으로 졸업하다《문어》 (여성의) 정절, 순결lose one’s honor 순결을 잃다[pl.] 【카드】 최고의 패(=Ṡ càrd) 《이를테면 bridge의 ace, king, queen, jack, ten의 5매》【골프】 제일 먼저 치기It is my honor. 내가 선번(先番)이군.    vt.존경하다, 공경하다(respect)honor one’s ancestors 조상을 존경하다예우하다, 존중하다명예[영예]를 주다;영작(榮爵)[관위 등]을 주다《honor+목+전+명》 They honored him with the leadership award. 그들은 그에게 지도자 상을 수여했다.〈하느님을〉 예배하다;찬미하다감사히[삼가] 받다honor an invitation 감사히 초대를 받다〈약속 등을〉 지키다, 이행하다;〈임기를〉 다하다【상업】 〈어음을〉 인수하여 (기일에) 지불하다, 받아들이다honor a check 수표를 받다〈공문서를〉 유효로 인정하여 그 요구에 응하다    a.명예의, 명예와 관련된
honour|n.U 명예, 영예earn a position of honor 명예로운 지위를 획득하다[종종 an ~, the ~] 영광, 광영, 특권《honor+to do》 《honor+전+-ing》 They had the honor to perform[of performing] the play before the king. 그들은 왕 앞에서 공연할 영광을 차지했다.U 면목, 체면preserve one’s honor 체면을 유지하다[보통 an ~] 명예가 되는 것[사람] 《to》He is an honor to the school. 그는 학교의 명예이다.U 신의, 신용;도의심, 자존심a man of honor 신의를 존중하는 사람U 경의, 존경a memorial in honor of the dead 전사자[사망자]를 위한 위령비be held in honor 존경받다pay[give] honor to …에게 경의를 표하다명예상, 훈장;[pl.] 서위(敍位), 서훈(敍勳);[pl.] 의례funeral honors 장의(葬儀)military honors 군(장)의례win honors 훈장을 받다U 높은 지위, 고관;[His H~, Your H~] 각하 《《영》 주로 지방 판사, 《미》 재판관에 대한 경칭》[pl.] 우등;【경기】 포상graduate with honors from college 대학을 우등으로 졸업하다《문어》 (여성의) 정절, 순결lose one’s honor 순결을 잃다[pl.] 【카드】 최고의 패(=Ṡ càrd) 《이를테면 bridge의 ace, king, queen, jack, ten의 5매》【골프】 제일 먼저 치기It is my honor. 내가 선번(先番)이군.    vt.존경하다, 공경하다(respect)honor one’s ancestors 조상을 존경하다예우하다, 존중하다명예[영예]를 주다;영작(榮爵)[관위 등]을 주다《honor+목+전+명》 They honored him with the leadership award. 그들은 그에게 지도자 상을 수여했다.〈하느님을〉 예배하다;찬미하다감사히[삼가] 받다honor an invitation 감사히 초대를 받다〈약속 등을〉 지키다, 이행하다;〈임기를〉 다하다【상업】 〈어음을〉 인수하여 (기일에) 지불하다, 받아들이다honor a check 수표를 받다〈공문서를〉 유효로 인정하여 그 요구에 응하다    a.명예의, 명예와 관련된    n., vt.《영》 =HONOR
unity|n., (pl. -ties)U 단일(성), 유일the unity of the self 자아의 단일성개체, 단일체, 통일체U 통일, 뭉침U 조화, 일치 단결, 협동(⇒ union 유의어)【수학】 1(이라는 수)U 【법】 (부동산의) 공동 보유U 불변성 《to》;(목적 등의) 일관성unity in purpose and action 행동과 목적에서의 일관성(예술 작품 소재의) 효과적 배열, 통일성【연극】 3일치의 법칙의 하나[U~] 유니티파, 일체파(一體派) 《20세기 미국의 종교 운동;건강·번영을 지향》
population|n., U, C인구;주민수increase[fall] in population 인구가 늘다[줄다][the ~;집합적] 주민;(특정 계층·민족에 속하는) 사람들;(일정한 지역의) 전(全) 주민, 시민the population of a city 전 시민the working-class population 노동자 계층의 사람들【생태】 (일정 지역의) (전) 개체군, 집단;개체수【통계】 모집단(母集團)식민;거주시킴;(일정 지역의) 거주 정도
direction|n.C,U 방향, 방위an angle of direction 방위각(어떤 방향의) 지역, 지점, 위치, 방면from all directions 각 방면으로부터경향, 방침;목표, 목적a new direction in school education 학교 교육의 새 경향U,C 지도;관리, 지배personal direction 개별 지도[pl.] 명령, 지령, 지휘, 지시, 사용법under the president’s directions 총재의 지시하에directions for the use of medicine 약 사용상의 주의 사항U (영화 등의) 감독, 연출【음악】 악보상의 기호[지시], 지휘(편지 등의) 수취인 주소 성명=DIRECTORATE
dialog|n.대화, 문답, 회화의견 교환, 토론;회담U (극·이야기 중의) 대화 부분대화체의 작품    vi.대화하다 《with》    vt.〈작품 등을〉 회화체로 하다, 대화체로 표현하다;말솜씨로 속이려 하다
dialogue|n.대화, 문답, 회화의견 교환, 토론;회담U (극·이야기 중의) 대화 부분대화체의 작품    vi.대화하다 《with》    vt.〈작품 등을〉 회화체로 하다, 대화체로 표현하다;말솜씨로 속이려 하다
republic|n.공화국;공화 정체(cf. MONARCHY)[the R~;보통 서수와 함께] (프랑스의) 공화제[국] 《the First Republic에서 the Fifth Republic까지》(공통의 목적을 가진) …사회, …계, …단(壇)the republic of letters 문학계, 문단the republic of art 미술계《고어》 국가
method|n.(조직적인) 방법, 방식after the American method 미국식으로an effective method of teaching algebra 대수의 효과적인 교수법the oral method (외국어의) 구두 교수법U (일정한) 순서;(생각 등의) 조리;체계, 질서 (정연함);규칙 바름without method 조리없이, 엉터리로a man of method 매사에 찬찬한 사람work with method 체계 있게 일을 하다【생물】 분류법[the M~] 【연극】 스타니슬라프스키(Stanislavsky) 방식 《배우가 경험·감정을 살려 맡은 역에 완전히 몰입하기》
increase|vi.〈수량이〉 늘다, 불어나다, 증가[증대, 증진]하다;〈정도가〉 커지다, 강해지다 《in》(opp. decrease)《increase+전+명》 increase in number[power] 수[힘]가 증가하다《increase+부》 increase twofold 2배가 되다번식하다, 증식하다Her family increased. 그녀의 가족이 늘었다.〈달이〉 커지다, 차다(wax)    vt.〈수량·범위·정도 등을〉 늘리다, 불리다, 증가시키다(augment)(opp. diminish)increase one’s efforts 노력을 더하다increase taxes 증세하다increase the speed 속도를 높이다the increased cost of living 증가된 생활비〈영토 등을〉 확장하다;증강하다;〈국제 긴장 등을〉 고조시키다【편물】 〈눈을〉 늘리다    n., U, C[-́-](수·크기·양·강도 등의) 증가, 증대, 증진 《in, of》the increase of crime 범죄의 증가an increase of work 업무량 증대C 증가액, 증대량;증가 요인 《in, of》이익, 이자《고어》 생산물, 산물
decrease|vi., (opp. increase)줄다, 감소하다His influence slowly decreased. 그의 영향력은 서서히 줄었다.《decrease+전+명》 decrease in population 인구가 점점 줄어들다〈온도계 등이〉 내리다축소되다;〈힘 등이〉 줄다    vt.줄이다, 감소[축소, 저하]시키다;(뜨개질의) 〈코수를〉 줄이다    n., U, C[díːkriːs, dikríːs]감소, 축소;C 감소량[액]a rapid decrease in population 인구의 급감
amount|n.[the ~] 총액, 총계;(대부금의) 원리 합계(total) 《of》(⇒ sum 유의어)양(quantity), 액(sum)a large[small] amount of sugar 다량[소량]의 설탕[the ~] 요지(substance)USAGE amount는 ‘양’을 나타내어 불가산 명사와 함께 쓰인다. 복수 가산 명사와 함께 쓰일 때는 가령 a number of students처럼 number가 쓰인다:a large amount of food 다량의 식량. 이때 a high amount나 a big[little] amount라고 하지 않음. 만약에 amount가 복수 가산 명사와 함께 쓰인다면, 그 복수를 한 집단으로 간주한 것이다:We didn’t expect such a large amount of people. 우리는 그토록 많은 사람이 오리라고 기대하지 않았다.    vi.총계가 …에 이르다, 〈금액이〉 (얼마가) 되다, 달하다(add up) 《to》《amount+전+명》 The annual net profit amounts to ten million dollars. 연간 순익금이 1,000만 달러에 달한다.결과적으로 …이 되다, …에 해당[상당]하다, …와 매한가지이다[같다] 《to》《amount+전+명》 This answer amounts to a refusal. 이 대답은 거절이나 마찬가지다.발전하다(develop);(어떤 상태에) 도달하다, 이르다, …로 되다
ancestor|n.조상, 선조(opp. descendant)be ancestor to …의 조상이다【생물】 시조, 원종원형, 선구자The balloon is an ancestor of the modern dirigible. 기구(氣球)는 현대 비행선의 원형이다.모범으로 추앙되는 사람, 사표(師表)a philosophical ancestor 철학의 사표【법】 피(被)상속인(cf. HEIR)
voyage|n.항해, 항행;(배·비행기 등에 의한 비교적 긴) 여행(⇒ travel 유의어);우주 여행;탐험, 원정a voyage round the world 세계 일주 항해a rough voyage 난항a round voyage 순항(巡航)take one’s voyage on foot 도보 여행을 하다[종종 pl.] (장기간에 걸친) 여행기, 여행담(해양 자원을 노린) 항해;그 항해에서 얻어진 수익    vi.항해하다, 바다[육지, 하늘]의 여행을 하다바다를 건너가다    vt.〈배 등으로 바다를〉 건너 지르다;여행[항해]하다
sculpture|n.U 조각, 조각술ancient sculpture 고대 조각[집합적] 조각(물), 조상(彫像)【동물·식물】 (표면의) 무늬【지질】 침식에 의한 지형의 변화    vt.조각하다《sculpture+목+전+명》 sculpture a statue in[out of] stone 돌로 상(像)을 조각하다조각물로 장식하다〈비·바람이〉 침식하다 (erode)    vi.조각을 하다
instrument|n.(정밀) 기계, 기구, 도구surgical instruments 외과용 기구writing instruments 필기 용구(비행기 등의) 계기(計器)fly on instruments 계기 비행을 하다nautical instruments 항해용 계기악기musical instruments 악기수단, 방법;매개(자)【법】 증서, 문서, 유서, 계약서, 협정서, 위임장instruments of ratification (조약의) 비준서앞잡이, 도구, 괴뢰(human tool)    vt.…에 기계를 설치하다〈악곡을〉 기악용으로 편곡하다
